@relation stars
@attribute 'feature_0' real
@attribute 'feature_1' real
@attribute 'feature_2' real
@attribute 'feature_3' real
@attribute 'feature_4' real
@attribute 'feature_5' real
@attribute 'feature_6' real
@attribute 'feature_7' real
@attribute 'feature_8' real
@attribute 'feature_9' real
@attribute 'feature_10' real
@attribute 'feature_11' real
@attribute 'feature_12' real
@attribute 'feature_13' real
@attribute 'feature_14' real
@attribute 'feature_15' real
@attribute 'feature_16' real
@attribute 'feature_17' real
@attribute 'feature_18' real
@attribute 'feature_19' real
@attribute 'feature_20' real
@attribute 'feature_21' real
@attribute 'feature_22' real
@attribute 'feature_23' real
@attribute 'feature_24' real
@attribute 'feature_25' real
@attribute 'feature_26' real
@attribute 'feature_27' real
@attribute 'feature_28' real
@attribute 'feature_29' real
@attribute 'feature_30' real
@attribute 'feature_31' real
@attribute 'feature_32' real
@attribute 'feature_33' real
@attribute 'feature_34' real
@attribute 'feature_35' real
@attribute 'feature_36' real
@attribute 'feature_37' real
@attribute 'feature_38' real
@attribute 'feature_39' real
@attribute 'feature_40' real
@attribute 'feature_41' real
@attribute 'feature_42' real
@attribute 'feature_43' real
@attribute 'feature_44' real
@attribute 'feature_45' real
@attribute 'feature_46' real
@attribute 'feature_47' real
@attribute 'feature_48' real
@attribute 'feature_49' real
@attribute 'Class' {1,2,3,4,5,6,7,8,9,10}
@data
-0.46861072381481683,-0.6006839255009698,-0.1793301950269003,0.07132654605150747,0.10828700132582687,0.09785233082517776,0.629931352558332,-0.09817359984457096,0.1469356722602482,-0.18390529197066485,0.8907403111474756,0.8885237635665272,-0.4643427022474884,0.3473143913590026,-0.05583653384246173,-0.8922284949243228,0.10174324388706767,-0.49908286509758965,0.031119996943399262,-0.5593241080265371,0.7539028028343666,0.13916360539072004,0.07946898243407138,-0.38093010291321927,-0.20997749151532955,-0.28001525917235337,-1.1016836049364414,-0.701263656128796,-0.28136154312159717,0.8006276607475057,-0.22869024688871786,0.045043595548838106,0.3854438031480924,0.43775252319486085,0.38039244272890677,-0.12539259706734338,-1.400473796591333,-0.3589567621626659,-0.11830316757051738,-0.20677473653155817,1.171564027684194,-1.5260200541639768,-0.5783236231002973,-0.27190305015747246,0.8404028434326195,0.33030894518934895,0.2095685312282572,1.1958790510807635,-0.2854316791054806,-0.17536119752235133,10
-0.8422429846141105,0.6196980295453315,0.1611412144636619,-0.46217974463280187,-0.41996749115605364,-0.8443220701671003,0.1498097665971082,0.5451774326425307,-0.7677297048216556,-0.4427197161525342,0.012597377643849897,0.7129892470675332,0.24099844230459588,-1.051009113495885,0.1436809983293538,1.537199038002457,0.05366329783774635,-0.4010299777292932,0.018655396753208594,0.049536724881267286,0.054330598402384266,-0.4630622035430058,-0.3553032002807109,-0.05597548015926875,1.2764060165656343,-1.653171256720986,-0.6475621208433946,-0.4150815828635252,0.0057092413449848336,-0.7704107746506375,-1.2198372643354838,-0.10151376973194351,-0.9035769243170113,0.062457072850511275,1.4998098425456177,-1.8733288884713026,-0.26440599758491273,0.35716858670238477,-0.20925441407380713,-0.6479011290653758,0.048653667756844564,0.17448637222233748,0.03966688559991516,-0.40593969576353783,0.20535047347023905,-0.22195347204533902,-0.1976031761657184,1.0043940678996082,-0.4049472799473559,-0.3017032320516442,10
-0.21742813421505583,-0.5743618113729674,0.049406009734707754,-0.19461498362299806,0.04134223154304399,-0.17412777690350528,-0.7399428920050429,0.9717751246243151,-0.0022342353051118943,0.13023791258663048,0.43166018793759814,-0.8771139464894854,-0.05060899608027755,0.5433088390153776,-0.12015754990415023,-0.19564483390290816,-0.5060990964192461,0.2585023801289025,-0.35975063769856125,0.03502676831398913,-0.29103665107908283,0.4267304818872353,-0.7663105915289221,-0.2535156217374651,0.3235061054029304,-0.6848695753541624,0.8682700573691055,0.3850589077241522,0.07092051047188862,-0.3624982857960567,0.4749357574167071,1.244169369357724,0.3660220874593771,-0.4098276150795197,-0.30084937821022567,-0.3140440943821823,0.25006528393037425,0.31445361827449675,0.7366429532538551,0.45565335311732924,1.2167386549203847,-0.146332543170703,0.5141215942392986,0.5372323484358014,0.5071909213599142,-0.45465752393356484,0.39271864607182194,0.6120894598591342,-0.7575621728766203,0.2827223872758903,3
0.7677322814065409,0.8394392476351747,0.5746460929565741,-0.2457669333872293,1.1244106491941273,-0.9109949083914166,1.1559972481364689,0.933583859882383,-0.041601548520384245,-0.448511396888682,-0.16167573527578077,-0.24964204237153487,-0.5195901399776526,-0.033514326958956044,0.4406378086254904,-0.9249146811741433,-0.6935036627139229,-0.7563000462009222,0.6626630842894853,0.29567340604249587,-0.579022038107602,0.6623844085285863,-0.2668674031582312,-0.034598500471812316,-0.6326393272092585,-1.0403994339843994,-0.3650412128366999,1.3290153230360418,-1.3334917332704612,0.30214994343974616,-0.3783088515648286,0.5370331454732675,-0.2545543242615448,0.7103150830435118,0.6622063190635042,-1.4600455793062026,-0.5687784186664591,-0.16802899073138447,0.11795943898707875,0.5714560861841558,-1.367910616777865,-0.41321932045530857,0.667821585600126,0.1087807054196549,-0.3095509069396091,0.29383746908537894,-1.13602953461335,0.37052272996310415,-0.27447155451219485,0.2396140916752956,8
-1.2974814983421312,-0.7172254707971706,0.2624145582676871,2.206941147209748,-0.9995695108860765,0.351930784183253,0.9550776726902036,-1.244544397979473,0.13458029595776497,2.3099562667181486,0.24746511961721337,0.8672890708937515,-0.6859558497672428,-0.949031289325588,-0.6195671002419021,0.8670252405289949,0.03157001335504323,1.4406780527995522,0.17094916195210044,0.4697925353286536,-1.19788475859949,-0.3747502192338002,-1.1351827339533231,-1.432562542372084,0.03280526352713303,1.7976931008977417,-1.3728765079390357,0.9929086951071251,-1.5635223377160954,2.3529910867667145,1.0938307799959346,-1.472106810843273,-0.7721568272164322,0.2167895825530042,2.0295747369232027,0.7557703760694674,-1.0948370585357985,-2.1277207602257446,0.2554152731143932,-1.510561357104018,-0.18657746099526468,0.26511292070320774,-0.3092522591558781,1.556808011935801,-1.156670579532156,0.09952125018461698,1.5489190545004479,0.2668579600359993,-1.1538070071646989,0.4459538575612449,1
-0.21855624719973696,-1.3190278169842677,-0.44663711346109713,0.2284023048817318,-1.0920137832948609,0.9266321465992797,1.0235345046824322,-0.6741304638461277,-0.7133240906998372,0.43468417338264065,0.9065212652676746,-1.0148852321089092,-0.09147233115860545,-0.5301544061493199,1.4860128994471509,-1.3695492802622697,-0.4071173580320159,-0.25425709957460635,-1.2700000468848849,0.8776184523460765,-0.1046336521956034,-0.09094895709017736,-0.07821856551762962,0.9673073120260086,0.04128403487706416,-0.7215444466854415,0.6916849745847367,-0.5120598801539908,0.2218334708622524,0.2005300911296536,-0.38588333947570913,-0.19256973499576863,0.24575878012471145,1.083344704697711,0.19218246597851552,-0.9075812929546002,2.0631415814687872,-0.8017059270774123,0.9048075803459354,-0.467924506365337,0.16950491729113148,-0.9984157314000169,0.4163014087451021,0.8498978133133107,-0.25203185396008343,0.1339188206207974,-0.43652374272745936,-0.57104472253978,0.4034175402157666,0.4921273384510823,10
0.9898005301444576,-1.8648100278766426,0.8501923713109878,-2.654145075821763,-1.2061759464744413,0.15190453983926439,-0.6212229222791841,-1.7860179587639682,-1.19305224853976,-0.6867272489901208,1.27940345778187,-1.1764003380564425,0.1239238786767715,-0.08003741432245719,0.42580579171301514,-0.35254894468159925,-1.270259964903663,-0.3673462678809885,-1.4248263753252721,-0.021620146979476132,0.6041411966070322,-1.733695725896431,-1.2725428778051509,-3.1206018939325375,-0.6534449392356967,-0.44954014213668986,-0.7155507540455077,-0.9670299789786888,0.3100788691880568,1.1499752671049193,-1.1852819168461064,-0.6355798832830463,-1.2935485142978937,-1.0461242149337675,-1.0344015407101486,-0.8289392765444007,-0.7423196920817722,0.805834778953144,2.215472582378122,0.18984335315613468,1.1959732556331588,0.6947164248111765,-0.5772404195467205,0.34869697372734354,-0.7672848117044739,1.1682695410408537,0.6384651780132606,0.09666382790853852,-1.3047037738228004,1.5929948455622849,4
-1.4185388344001153,0.9106739088747915,0.5378048094462295,0.1675520490243128,0.9359199776461378,0.4751165022030997,1.439108973631935,0.1728119571401474,1.5213750052480133,-1.8281663188313473,-0.07129636444261701,-2.4997176288273963,1.1920284406761281,-0.0907120874910249,-0.7131992784427944,0.2679147343200435,0.05796419340469625,-2.350937868633648,-0.2204988162015638,2.0528562804891908,1.8961995233282825,1.2325739492772552,-0.2885476116388976,1.0271553564069478,1.635828200114294,-1.2386654427979753,-2.194903456543423,-0.3393223897633479,-0.5451333345704568,-1.7204952484345692,-1.317257096515406,-1.035118084661416,-2.755438017991782,-0.04535166103361602,1.0208571654560652,0.7178189761610182,0.7829075843002229,1.195658091315474,1.0138699870141796,0.5507206475695425,0.2983883057983356,-0.3038489062519638,0.2337630402126232,-1.919910921056997,-0.5664886627621216,-1.6538218050731741,-0.8221921130075422,0.06089405294160504,-1.2368878010500328,1.7033292628153796,7
1.3599398420379927,-0.264892587905712,-0.5550637973439844,-0.6442178552807405,0.9070689701354311,0.09087523917182237,-0.8695996754680011,1.043104968948988,-0.5210434438162292,-1.2955197641434897,-0.02297513745811069,-0.7344173101790493,-0.05299094659386022,0.24803827279711255,1.0847652931141027,1.5586485164533017,-1.026071767211356,-0.017119592367282704,-0.20539720897009825,0.8521976699268964,0.0419153895488343,-0.3566215718278779,-0.9569599922017498,-0.6902425186311559,0.45652998668625405,0.9091277754244136,0.1610836155313802,-0.23395944918166975,-0.5238135937181788,-0.9388958457767479,0.6612090155121965,-0.2858591303810707,0.39548683955767144,-2.1367876290461103,-0.18070704697121737,-1.1032121062506615,-0.6082539625316229,-1.4812458644361024,0.0902571938618219,-0.5444772625828068,-0.10292519567577477,-0.28383572790448897,-0.5547742981993525,0.12719145402785556,0.34365622621483793,1.185165441509726,-0.4969756236041451,-1.2334866295880176,-0.9327380393003203,1.0527420920354684,7
-0.07075297998779084,-0.3005017187598672,1.5536484696843809,-0.3208340872821911,0.5436374101578869,-0.3304038398552925,-0.7024309615186963,-0.5035844426935995,-0.12432528885157326,-1.0799628259116092,-0.24638469230328666,-1.4867632743102919,0.6411488176993624,-1.8276036030370366,-0.028720050984774665,-1.4023726172268856,1.9280004509682516,-0.37042484325532155,-0.5662294747224031,0.14625914071126145,0.5786593139858409,1.441731125611041,-0.43222001471938293,0.6858675948321681,0.6054716334576663,-1.0937757106194492,-0.09968434111852184,0.6751061920393402,-0.8424637252054641,-0.42752437352334155,0.7843259417581296,-0.11606129902363807,0.41561213831197585,-0.1685776312397476,-0.03403876423398996,0.6068991362030329,0.5930444038240867,-0.2245727204041835,1.124615661482994,1.2064899211618625,-0.4812788155585096,0.08808720036320648,-0.6765392722811573,0.0870487317943466,0.09298140513866286,1.6673549480048848,0.5875858158767672,-0.423309400856661,-1.0304734928768013,-0.5354922253858114,2
